WASH1	WASH7P	ENSG00000227232
NPPA	CLCN6	ENSG00000011021
NPPA	NPPA	ENSG00000175206
NPPA	CLCN6	ENSG00000011021
NPPA	NPPA	ENSG00000175206
NPPA	CLCN6	ENSG00000011021
NPPA	NPPA	ENSG00000175206
NPPA	CLCN6	ENSG00000011021
NPPB	NPPB	ENSG00000120937
NPPB	NPPB	ENSG00000120937
NPPB	NPPB	ENSG00000120937
NPPB	NPPB	ENSG00000120937
KIAA2013	KIAA2013	ENSG00000116685
KIAA2013	KIAA2013	ENSG00000116685
KIAA2013	KIAA2013	ENSG00000116685
KIAA2013	KIAA2013	ENSG00000116685
PLOD1	PLOD1	ENSG00000083444
PLOD1	PLOD1	ENSG00000083444
PLOD1	PLOD1	ENSG00000083444
PLOD1	PLOD1	ENSG00000083444
MFN2	MFN2	ENSG00000116688
MFN2	MFN2	ENSG00000116688
MFN2	MFN2	ENSG00000116688
MFN2	MFN2	ENSG00000116688
MIIP	MIIP	ENSG00000116691
MIIP	MIIP	ENSG00000116691
MIIP	MIIP	ENSG00000116691
MIIP	MIIP	ENSG00000116691
TNFRSF8	TNFRSF8	ENSG00000120949
TNFRSF8	TNFRSF8	ENSG00000120949
TNFRSF8	TNFRSF8	ENSG00000120949
TNFRSF8	TNFRSF8	ENSG00000120949
TNFRSF1B	TNFRSF1B	ENSG00000028137
TNFRSF1B	TNFRSF1B	ENSG00000028137
TNFRSF1B	TNFRSF1B	ENSG00000028137
TNFRSF1B	TNFRSF1B	ENSG00000028137
VPS13D	VPS13D	ENSG00000048707
VPS13D	VPS13D	ENSG00000048707
VPS13D	VPS13D	ENSG00000048707
VPS13D	VPS13D	ENSG00000048707
DHRS3	DHRS3	ENSG00000162496
DHRS3	DHRS3	ENSG00000162496
DHRS3	DHRS3	ENSG00000162496
DHRS3	DHRS3	ENSG00000162496
AADACL4	AADACL4	ENSG00000204518
AADACL4	AADACL4	ENSG00000204518
AADACL4	AADACL4	ENSG00000204518
AADACL4	AADACL4	ENSG00000204518
AADACL3	AADACL3	ENSG00000188984
AADACL3	AADACL3	ENSG00000188984
AADACL3	AADACL3	ENSG00000188984
AADACL3	AADACL3	ENSG00000188984
C1orf158	CFAP107	ENSG00000157330
C1orf158	CFAP107	ENSG00000157330
C1orf158	CFAP107	ENSG00000157330
C1orf158	CFAP107	ENSG00000157330
PRAMEF12	PRAMEF12	ENSG00000116726
PRAMEF12	PRAMEF12	ENSG00000116726
PRAMEF12	PRAMEF12	ENSG00000116726
PRAMEF12	PRAMEF12	ENSG00000116726
PRAMEF14	PRAMEF1	ENSG00000116721
PRAMEF13	PRAMEF1	ENSG00000116721
PRAMEF1	PRAMEF1	ENSG00000116721
PRAMEF11	PRAMEF11	ENSG00000239810
PRAMEF11	PRAMEF11	ENSG00000239810
PRAMEF4	PRAMEF11	ENSG00000239810
PRAMEF11	PRAMEF11	ENSG00000239810
LOC645382	PRAMEF30P	ENSG00000231103
LOC645382	PRAMEF30P	ENSG00000231103
HNRNPCL1	HNRNPCL1	ENSG00000179172
HNRNPCL2	HNRNPCL1	ENSG00000179172
PRAMEF2	PRAMEF2	ENSG00000120952
PRAMEF2	PRAMEF2	ENSG00000120952
PRAMEF2	PRAMEF2	ENSG00000120952
PRAMEF2	PRAMEF2	ENSG00000120952
PRAMEF4	PRAMEF4	ENSG00000243073
PRAMEF4	PRAMEF4	ENSG00000243073
PRAMEF15	PRAMEF4	ENSG00000243073
PRAMEF6	PRAMEF4	ENSG00000243073
PRAMEF4	PRAMEF4	ENSG00000243073
PRAMEF15	PRAMEF4	ENSG00000243073
PRAMEF10	PRAMEF10	ENSG00000187545
LOC645382	PRAMEF10	ENSG00000187545
PRAMEF7	PRAMEF7	ENSG00000204510
PRAMEF7	PRAMEF7	ENSG00000204510
PRAMEF7	PRAMEF7	ENSG00000204510
PRAMEF8	PRAMEF7	ENSG00000204510
PRAMEF7	PRAMEF7	ENSG00000204510
PRAMEF16	PRAMEF29P	ENSG00000234064
PRAMEF1	PRAMEF29P	ENSG00000234064
PRAMEF5	PRAMEF6	ENSG00000232423
PRAMEF6	PRAMEF6	ENSG00000232423
PRAMEF13	PRAMEF28P	ENSG00000274178
PRAMEF14	PRAMEF28P	ENSG00000274178
PRAMEF1	PRAMEF28P	ENSG00000274178
PRAMEF13	PRAMEF28P	ENSG00000274178
PRAMEF9	PRAMEF27	ENSG00000274764
LOC101929983	PRAMEF27	ENSG00000274764
LOC101929983	PRAMEF27	ENSG00000274764
LOC101929983	PRAMEF27	ENSG00000274764
HNRNPCL4	HNRNPCL3	ENSG00000277058
HNRNPCL3	HNRNPCL3	ENSG00000277058
HNRNPCL1	HNRNPCL3	ENSG00000277058
HNRNPCL1	HNRNPCL3	ENSG00000277058
HNRNPCL4	HNRNPCL3	ENSG00000277058
PRAMEF6	PRAMEF25	ENSG00000229571
LOC101929983	PRAMEF25	ENSG00000229571
PRAMEF5	PRAMEF25	ENSG00000229571
HNRNPCL2	HNRNPCL2	ENSG00000275774
HNRNPCL2	HNRNPCL2	ENSG00000275774
HNRNPCL2	HNRNPCL2	ENSG00000275774
PRAMEF1	PRAMEF36P	ENSG00000229978
PRAMEF1		ENSG00000290772
PRAMEF11	PRAMEF26	ENSG00000280267
PRAMEF9	PRAMEF26	ENSG00000280267
PRAMEF15	PRAMEF26	ENSG00000280267
HNRNPCL1	HNRNPCL4	ENSG00000179412
HNRNPCL3	HNRNPCL4	ENSG00000179412
HNRNPCL3	HNRNPCL4	ENSG00000179412
HNRNPCL4	HNRNPCL4	ENSG00000179412
HNRNPCL3	HNRNPCL4	ENSG00000179412
HNRNPCL4	HNRNPCL4	ENSG00000179412
PRAMEF9	PRAMEF9	ENSG00000204505
PRAMEF6	PRAMEF9	ENSG00000204505
LOC400736	PRAMEF13	ENSG00000279169
LOC400736	PRAMEF13	ENSG00000279169
LOC400736	PRAMEF13	ENSG00000279169
LOC400736	PRAMEF13	ENSG00000279169
LOC391003	PRAMEF18	ENSG00000279804
LOC391003	PRAMEF18	ENSG00000279804
LOC391003	PRAMEF18	ENSG00000279804
LOC391003	PRAMEF18	ENSG00000279804
PRAMEF18	PRAMEF18	ENSG00000279804
PRAMEF5	PRAMEF5	ENSG00000270601
PRAMEF8	PRAMEF8	ENSG00000182330
PRAMEF8	PRAMEF8	ENSG00000182330
PRAMEF8	PRAMEF8	ENSG00000182330
PRAMEF10	PRAMEF33	ENSG00000237700
PRAMEF10	PRAMEF33	ENSG00000237700
PRAMEF10	PRAMEF33	ENSG00000237700
LOC645382	PRAMEF33	ENSG00000237700
PRAMEF15	PRAMEF15	ENSG00000204501
PRAMEF9	PRAMEF15	ENSG00000204501
PRAMEF5	PRAMEF15	ENSG00000204501
PRAMEF13	PRAMEF14	ENSG00000204481
PRAMEF22	PRAMEF14	ENSG00000204481
PRAMEF14	PRAMEF14	ENSG00000204481
PRAMEF14	PRAMEF14	ENSG00000204481
PRAMEF22	PRAMEF19	ENSG00000204480
PRAMEF18	PRAMEF19	ENSG00000204480
PRAMEF18	PRAMEF19	ENSG00000204480
PRAMEF19	PRAMEF19	ENSG00000204480
PRAMEF19	PRAMEF19	ENSG00000204480
PRAMEF19	PRAMEF19	ENSG00000204480
PRAMEF19	PRAMEF19	ENSG00000204480
PRAMEF18	PRAMEF19	ENSG00000204480
PRAMEF17	PRAMEF17	ENSG00000204479
PRAMEF17	PRAMEF17	ENSG00000204479
PRAMEF17	PRAMEF17	ENSG00000204479
PRAMEF17	PRAMEF17	ENSG00000204479
PRAMEF16	PRAMEF17	ENSG00000204479
PRAMEF16	PRAMEF17	ENSG00000204479
PRAMEF20	PRAMEF20	ENSG00000204478
PRAMEF20	PRAMEF20	ENSG00000204478
PRAMEF20	PRAMEF20	ENSG00000204478
PRAMEF20	PRAMEF20	ENSG00000204478
LRRC38	LRRC38	ENSG00000162494
LRRC38	LRRC38	ENSG00000162494
LRRC38		ENSG00000259961
LRRC38	LRRC38	ENSG00000162494
LRRC38		ENSG00000259961
LRRC38	LRRC38	ENSG00000162494
PDPN	PDPN	ENSG00000162493
PDPN	PDPN	ENSG00000162493
PDPN	PDPN	ENSG00000162493
PDPN	PDPN	ENSG00000162493
PRDM2	PRDM2	ENSG00000116731
PRDM2	PRDM2	ENSG00000116731
PRDM2	PRDM2	ENSG00000116731
PRDM2	PRDM2	ENSG00000116731
RNF169	KAZN	ENSG00000189337
KAZN	KAZN	ENSG00000189337
KAZN	KAZN	ENSG00000189337
KAZN	KAZN	ENSG00000189337
KAZN	KAZN	ENSG00000189337
C1orf195	TMEM51-AS2	ENSG00000204464
C1orf195	TMEM51	ENSG00000171729
C1orf195	TMEM51-AS2	ENSG00000204464
C1orf195	TMEM51	ENSG00000171729
C1orf195	TMEM51-AS2	ENSG00000204464
C1orf195	TMEM51	ENSG00000171729
C1orf195	TMEM51-AS2	ENSG00000204464
C1orf195	TMEM51	ENSG00000171729
TMEM51	TMEM51	ENSG00000171729
TMEM51	TMEM51	ENSG00000171729
TMEM51	TMEM51	ENSG00000171729
TMEM51	TMEM51	ENSG00000171729
FHAD1	FHAD1	ENSG00000142621
FHAD1	FHAD1	ENSG00000142621
FHAD1	FHAD1	ENSG00000142621
FHAD1	FHAD1	ENSG00000142621
EFHD2	EFHD2	ENSG00000142634
EFHD2	EFHD2	ENSG00000142634
EFHD2	EFHD2	ENSG00000142634
EFHD2	EFHD2	ENSG00000142634
CTRC	CTRC	ENSG00000162438
CTRC	CTRC	ENSG00000162438
CTRC	CTRC	ENSG00000162438
CTRC	CTRC	ENSG00000162438
CELA2A	CELA2A	ENSG00000142615
CELA2A	CELA2A	ENSG00000142615
CELA2A	CELA2A	ENSG00000142615
CELA2A	CELA2A	ENSG00000142615
CELA2A	CELA2B	ENSG00000215704
CELA2B	CELA2B	ENSG00000215704
CELA2B	CELA2B	ENSG00000215704
CELA2B	CELA2B	ENSG00000215704
CELA2B	CELA2B	ENSG00000215704
CASP9	CASP9	ENSG00000132906
CASP9	CASP9	ENSG00000132906
CASP9	CASP9	ENSG00000132906
CASP9	CASP9	ENSG00000132906
DNAJC16	DNAJC16	ENSG00000116138
DNAJC16	DNAJC16	ENSG00000116138
DNAJC16	DNAJC16	ENSG00000116138
DNAJC16	DNAJC16	ENSG00000116138
AGMAT	DNAJC16	ENSG00000116138
AGMAT	AGMAT	ENSG00000116771
AGMAT	DNAJC16	ENSG00000116138
AGMAT	AGMAT	ENSG00000116771
AGMAT	DNAJC16	ENSG00000116138
AGMAT	AGMAT	ENSG00000116771
AGMAT	DNAJC16	ENSG00000116138
AGMAT	AGMAT	ENSG00000116771
CHCHD2	CHCHD2P6	ENSG00000235084
DDI2	DDI2	ENSG00000197312
DDI2	DDI2	ENSG00000197312
DDI2	DDI2	ENSG00000197312
DDI2	DDI2	ENSG00000197312
RSC1A1	RSC1A1	ENSG00000215695
RSC1A1	DDI2	ENSG00000197312
RSC1A1	RSC1A1	ENSG00000215695
RSC1A1	DDI2	ENSG00000197312
RSC1A1	RSC1A1	ENSG00000215695
RSC1A1	DDI2	ENSG00000197312
RSC1A1	RSC1A1	ENSG00000215695
RSC1A1	DDI2	ENSG00000197312
PLEKHM2	PLEKHM2	ENSG00000116786
PLEKHM2	PLEKHM2	ENSG00000116786
PLEKHM2	PLEKHM2	ENSG00000116786
PLEKHM2		ENSG00000237938
PLEKHM2	PLEKHM2	ENSG00000116786
PLEKHM2		ENSG00000237938
SLC25A34	SLC25A34	ENSG00000162461
SLC25A34		ENSG00000237938
SLC25A34	SLC25A34	ENSG00000162461
SLC25A34		ENSG00000237938
SLC25A34	SLC25A34	ENSG00000162461
SLC25A34		ENSG00000237938
SLC25A34	SLC25A34	ENSG00000162461
TMEM82	SLC25A34-AS1	ENSG00000224459
TMEM82	TMEM82	ENSG00000162460
TMEM82	SLC25A34-AS1	ENSG00000224459
TMEM82	TMEM82	ENSG00000162460
TMEM82	SLC25A34-AS1	ENSG00000224459
TMEM82	TMEM82	ENSG00000162460
TMEM82	SLC25A34-AS1	ENSG00000224459
TMEM82	TMEM82	ENSG00000162460
FBLIM1	FBLIM1	ENSG00000162458
FBLIM1	FBLIM1	ENSG00000162458
FBLIM1	FBLIM1	ENSG00000162458
FBLIM1	FBLIM1	ENSG00000162458
UQCRHL	UQCRHL	ENSG00000233954
UQCRH	UQCRHL	ENSG00000233954
UQCRHL	UQCRHL	ENSG00000233954
SPEN	SPEN	ENSG00000065526
SPEN	SPEN	ENSG00000065526
SPEN	SPEN	ENSG00000065526
SPEN	SPEN	ENSG00000065526
ZBTB17	ZBTB17	ENSG00000116809
ZBTB17	ZBTB17	ENSG00000116809
ZBTB17	ZBTB17	ENSG00000116809
C1orf64	SRARP	ENSG00000183888
C1orf64	SRARP	ENSG00000183888
C1orf64	SRARP	ENSG00000183888
C1orf64	SRARP	ENSG00000183888
HSPB7	HSPB7	ENSG00000173641
HSPB7	HSPB7	ENSG00000173641
HSPB7	HSPB7	ENSG00000173641
HSPB7	HSPB7	ENSG00000173641
CLCNKA	CLCNKA	ENSG00000186510
CLCNKA	CLCNKA	ENSG00000186510
CLCNKA	CLCNKA	ENSG00000186510
CLCNKA	CLCNKA	ENSG00000186510
CLCNKB	CLCNKB	ENSG00000184908
CLCNKB	CLCNKB	ENSG00000184908
CLCNKB	CLCNKB	ENSG00000184908
CLCNKB	CLCNKB	ENSG00000184908
FAM131C	FAM131C	ENSG00000185519
FAM131C	FAM131C	ENSG00000185519
FAM131C	FAM131C	ENSG00000185519
FAM131C	FAM131C	ENSG00000185519
EPHA2	EPHA2	ENSG00000142627
EPHA2	EPHA2	ENSG00000142627
EPHA2	EPHA2	ENSG00000142627
EPHA2	EPHA2	ENSG00000142627
ARHGEF19	ARHGEF19	ENSG00000142632
ARHGEF19	ARHGEF19	ENSG00000142632
ARHGEF19	ARHGEF19	ENSG00000142632
ARHGEF19	ARHGEF19	ENSG00000142632
RSG1	CPLANE2	ENSG00000132881
RSG1	CPLANE2	ENSG00000132881
RSG1	CPLANE2	ENSG00000132881
RSG1	CPLANE2	ENSG00000132881
MT1HL1	MT1XP1	ENSG00000233929
FBXO42	FBXO42	ENSG00000037637
FBXO42	FBXO42	ENSG00000037637
FBXO42	FBXO42	ENSG00000037637
FBXO42	FBXO42	ENSG00000037637
SZRD1	SZRD1	ENSG00000055070
SZRD1	SPATA21	ENSG00000187144
SZRD1	SZRD1	ENSG00000055070
SZRD1	SPATA21	ENSG00000187144
SZRD1	SZRD1	ENSG00000055070
SZRD1	SPATA21	ENSG00000187144
SZRD1	SZRD1	ENSG00000055070
SPATA21	SPATA21	ENSG00000187144
SPATA21	SPATA21	ENSG00000187144
SPATA21	SPATA21	ENSG00000187144
SPATA21	SPATA21	ENSG00000187144
NECAP2	NECAP2	ENSG00000157191
NECAP2	NECAP2	ENSG00000157191
NECAP2	NECAP2	ENSG00000157191
NECAP2	NECAP2	ENSG00000157191
NBPF11	NBPF1	ENSG00000219481
NBPF10	NBPF1	ENSG00000219481
NBPF1	NBPF1	ENSG00000219481
NBPF1	NBPF1	ENSG00000219481
NBPF1	NBPF1	ENSG00000219481
MST1L		ENSG00000290851
MST1L	MST1L	ENSG00000186715
MST1L	CROCC	ENSG00000058453
MST1L		ENSG00000290851
MST1L	MST1L	ENSG00000186715
MST1L	CROCC	ENSG00000058453
MST1L		ENSG00000290851
MST1L	MST1L	ENSG00000186715
MST1L	CROCC	ENSG00000058453
MST1L		ENSG00000290851
MST1L	MST1L	ENSG00000186715
MST1L	CROCC	ENSG00000058453
CROCC	CROCC	ENSG00000058453
CROCC	CROCC	ENSG00000058453
CROCC	CROCC	ENSG00000058453
CROCC	CROCC	ENSG00000058453
MFAP2	MFAP2	ENSG00000117122
MFAP2	MFAP2	ENSG00000117122
MFAP2	MFAP2	ENSG00000117122
MFAP2	MFAP2	ENSG00000117122
MFAP2		ENSG00000286898
ATP13A2		ENSG00000226526
ATP13A2	ATP13A2	ENSG00000159363
ATP13A2		ENSG00000226526
ATP13A2	ATP13A2	ENSG00000159363
ATP13A2		ENSG00000226526
ATP13A2	ATP13A2	ENSG00000159363
ATP13A2	ATP13A2	ENSG00000159363
ATP13A2		ENSG00000288636
SDHB	SDHB	ENSG00000117118
SDHB	SDHB	ENSG00000117118
SDHB	SDHB	ENSG00000117118
SDHB	SDHB	ENSG00000117118
PADI2	PADI2	ENSG00000117115
PADI2	PADI2	ENSG00000117115
PADI2	PADI2	ENSG00000117115
PADI2	PADI2	ENSG00000117115
PADI1	PADI1	ENSG00000142623
PADI1	PADI1	ENSG00000142623
PADI1	PADI1	ENSG00000142623
PADI1	PADI1	ENSG00000142623
PADI3	PADI3	ENSG00000142619
PADI3	PADI3	ENSG00000142619
PADI3	PADI3	ENSG00000142619
PADI3	PADI3	ENSG00000142619
PADI4	PADI4	ENSG00000159339
PADI4	PADI4	ENSG00000159339
PADI4	PADI4	ENSG00000159339
PADI4	PADI4	ENSG00000159339
PADI6	PADI6	ENSG00000276747
PADI6	PADI6	ENSG00000276747
PADI6	PADI6	ENSG00000276747
PADI6	PADI6	ENSG00000276747
RCC2	RCC2	ENSG00000179051
RCC2	RCC2	ENSG00000179051
RCC2	RCC2	ENSG00000179051
RCC2	RCC2	ENSG00000179051
ARHGEF10L	ARHGEF10L	ENSG00000074964
ARHGEF10L	ARHGEF10L	ENSG00000074964
ARHGEF10L	ARHGEF10L	ENSG00000074964
ARHGEF10L	ARHGEF10L	ENSG00000074964
ACTL8	ACTL8	ENSG00000117148
ACTL8	ACTL8	ENSG00000117148
ACTL8	ACTL8	ENSG00000117148
ACTL8	ACTL8	ENSG00000117148
IGSF21	IGSF21	ENSG00000117154
IGSF21	IGSF21	ENSG00000117154
IGSF21	IGSF21	ENSG00000117154
IGSF21	IGSF21	ENSG00000117154
KLHDC7A	KLHDC7A	ENSG00000179023
KLHDC7A	KLHDC7A	ENSG00000179023
KLHDC7A	KLHDC7A	ENSG00000179023
KLHDC7A	KLHDC7A	ENSG00000179023
PAX7	PAX7	ENSG00000009709
PAX7	PAX7	ENSG00000009709
PAX7	PAX7	ENSG00000009709
PAX7	PAX7	ENSG00000009709
TAS1R2	TAS1R2	ENSG00000179002
TAS1R2	TAS1R2	ENSG00000179002
TAS1R2	TAS1R2	ENSG00000179002
TAS1R2	TAS1R2	ENSG00000179002
ALDH4A1	ALDH4A1	ENSG00000159423
ALDH4A1	ALDH4A1	ENSG00000159423
ALDH4A1	ALDH4A1	ENSG00000159423
ALDH4A1	ALDH4A1	ENSG00000159423
IFFO2	IFFO2	ENSG00000169991
IFFO2	IFFO2	ENSG00000169991
IFFO2	IFFO2	ENSG00000169991
IFFO2	IFFO2	ENSG00000169991
UBR4	UBR4	ENSG00000127481
UBR4	UBR4	ENSG00000127481
UBR4	UBR4	ENSG00000127481
UBR4	UBR4	ENSG00000127481
EMC1	EMC1-AS1	ENSG00000230424
EMC1	EMC1	ENSG00000127463
EMC1	EMC1	ENSG00000127463
EMC1	EMC1	ENSG00000127463
EMC1	EMC1	ENSG00000127463
MRTO4	MRTO4	ENSG00000053372
MRTO4	MRTO4	ENSG00000053372
MRTO4	MRTO4	ENSG00000053372
AKR7A3	AKR7A3	ENSG00000162482
AKR7A3	AKR7A3	ENSG00000162482
AKR7A3	AKR7A3	ENSG00000162482
AKR7A3	AKR7A3	ENSG00000162482
AKR7A2	AKR7A2	ENSG00000053371
AKR7A2	AKR7A2	ENSG00000053371
AKR7A2	AKR7A2	ENSG00000053371
AKR7A2	AKR7A2	ENSG00000053371
PQLC2	SLC66A1	ENSG00000040487
PQLC2	SLC66A1	ENSG00000040487
PQLC2	SLC66A1	ENSG00000040487
PQLC2	SLC66A1	ENSG00000040487
CAPZB	CAPZB	ENSG00000077549
CAPZB	CAPZB	ENSG00000077549
CAPZB	CAPZB	ENSG00000077549
CAPZB	CAPZB	ENSG00000077549
MINOS1	NBL1	ENSG00000158747
MINOS1	MICOS10	ENSG00000173436
MINOS1	NBL1	ENSG00000158747
MINOS1	MICOS10-NBL1	ENSG00000270136
MINOS1	MICOS10	ENSG00000173436
MINOS1	NBL1	ENSG00000158747
MINOS1	MICOS10-NBL1	ENSG00000270136
MINOS1	MICOS10	ENSG00000173436
MINOS1	NBL1	ENSG00000158747
MINOS1	MICOS10-NBL1	ENSG00000270136
MINOS1	MICOS10	ENSG00000173436
MINOS1-NBL1	NBL1	ENSG00000158747
MINOS1-NBL1	MICOS10-NBL1	ENSG00000270136
NBL1	NBL1	ENSG00000158747
NBL1	MICOS10-NBL1	ENSG00000270136
MINOS1-NBL1	NBL1	ENSG00000158747
MINOS1-NBL1	MICOS10-NBL1	ENSG00000270136
NBL1	NBL1	ENSG00000158747
NBL1	MICOS10-NBL1	ENSG00000270136
MINOS1-NBL1	NBL1	ENSG00000158747
MINOS1-NBL1	MICOS10-NBL1	ENSG00000270136
NBL1	NBL1	ENSG00000158747
NBL1	MICOS10-NBL1	ENSG00000270136
MINOS1-NBL1	NBL1	ENSG00000158747
MINOS1-NBL1	MICOS10-NBL1	ENSG00000270136
NBL1	NBL1	ENSG00000158747
NBL1	MICOS10-NBL1	ENSG00000270136
HTR6	HTR6	ENSG00000158748
HTR6	HTR6	ENSG00000158748
HTR6	HTR6	ENSG00000158748
HTR6	HTR6	ENSG00000158748
TMCO4	TMCO4	ENSG00000162542
TMCO4	TMCO4	ENSG00000162542
TMCO4	TMCO4	ENSG00000162542
TMCO4	TMCO4	ENSG00000162542
RNF186	RNF186	ENSG00000178828
RNF186	RNF186-AS1	ENSG00000235434
RNF186	RNF186	ENSG00000178828
RNF186	RNF186-AS1	ENSG00000235434
RNF186	RNF186	ENSG00000178828
RNF186	RNF186-AS1	ENSG00000235434
RNF186	RNF186	ENSG00000178828
RNF186	RNF186-AS1	ENSG00000235434
OTUD3	OTUD3	ENSG00000169914
OTUD3	OTUD3	ENSG00000169914
OTUD3	OTUD3	ENSG00000169914
OTUD3	OTUD3	ENSG00000169914
PLA2G2E	PLA2G2E	ENSG00000188784
PLA2G2E	PLA2G2E	ENSG00000188784
PLA2G2E	PLA2G2E	ENSG00000188784
PLA2G2E	PLA2G2E	ENSG00000188784
PLA2G2A	PLA2G2A	ENSG00000188257
PLA2G2A	PLA2G2A	ENSG00000188257
PLA2G2A	PLA2G2A	ENSG00000188257
PLA2G2A	PLA2G2A	ENSG00000188257
PLA2G5	PLA2G5	ENSG00000127472
PLA2G5	PLA2G5	ENSG00000127472
PLA2G5	PLA2G5	ENSG00000127472
PLA2G5	PLA2G5	ENSG00000127472
PLA2G2D	PLA2G2D	ENSG00000117215
PLA2G2D	PLA2G2D	ENSG00000117215
PLA2G2D	PLA2G2D	ENSG00000117215
PLA2G2D	PLA2G2D	ENSG00000117215
PLA2G2F	PLA2G2F	ENSG00000158786
PLA2G2F	PLA2G2F	ENSG00000158786
PLA2G2F	PLA2G2F	ENSG00000158786
PLA2G2F	PLA2G2F	ENSG00000158786
PLA2G2C	PLA2G2C	ENSG00000187980
PLA2G2C	PLA2G2C	ENSG00000187980
PLA2G2C	PLA2G2C	ENSG00000187980
PLA2G2C	PLA2G2C	ENSG00000187980
UBXN10	UBXN10	ENSG00000162543
UBXN10	UBXN10	ENSG00000162543
UBXN10	UBXN10	ENSG00000162543
UBXN10	UBXN10	ENSG00000162543
VWA5B1	VWA5B1	ENSG00000158816
VWA5B1		ENSG00000226664
VWA5B1	VWA5B1	ENSG00000158816
VWA5B1		ENSG00000226664
VWA5B1	VWA5B1	ENSG00000158816
VWA5B1	VWA5B1	ENSG00000158816
CAMK2N1	CAMK2N1	ENSG00000162545
CAMK2N1	CAMK2N1	ENSG00000162545
CAMK2N1	CAMK2N1	ENSG00000162545
CAMK2N1	CAMK2N1	ENSG00000162545
MUL1	MUL1	ENSG00000090432
MUL1	MUL1	ENSG00000090432
MUL1	MUL1	ENSG00000090432
MUL1	MUL1	ENSG00000090432
FAM43B	FAM43B	ENSG00000183114
FAM43B	FAM43B	ENSG00000183114
FAM43B	FAM43B	ENSG00000183114
FAM43B	FAM43B	ENSG00000183114
CDA	CDA	ENSG00000158825
CDA	CDA	ENSG00000158825
CDA	CDA	ENSG00000158825
CDA	CDA	ENSG00000158825
PINK1	PINK1	ENSG00000158828
PINK1	PINK1	ENSG00000158828
PINK1	PINK1	ENSG00000158828
PINK1	PINK1	ENSG00000158828
DDOST	DDOST	ENSG00000244038
DDOST	DDOST	ENSG00000244038
DDOST	DDOST	ENSG00000244038
DDOST	DDOST	ENSG00000244038
KIF17	KIF17	ENSG00000117245
KIF17	KIF17	ENSG00000117245
KIF17	KIF17	ENSG00000117245
KIF17	KIF17	ENSG00000117245
SH2D5	SH2D5	ENSG00000189410
SH2D5	SH2D5	ENSG00000189410
SH2D5	SH2D5	ENSG00000189410
SH2D5	SH2D5	ENSG00000189410
HP1BP3	HP1BP3	ENSG00000127483
HP1BP3	HP1BP3	ENSG00000127483
HP1BP3	HP1BP3	ENSG00000127483
HP1BP3	HP1BP3	ENSG00000127483
EIF4G3	EIF4G3	ENSG00000075151
EIF4G3	EIF4G3	ENSG00000075151
EIF4G3	EIF4G3	ENSG00000075151
EIF4G3	EIF4G3	ENSG00000075151
ECE1	ECE1	ENSG00000117298
ECE1	ECE1	ENSG00000117298
ECE1	ECE1	ENSG00000117298
ECE1	ECE1	ENSG00000117298
PPP1R11	PPP1R11P1	ENSG00000236216
HS6ST1	HS6ST1P1	ENSG00000187952
HS6ST1	HS6ST1P1	ENSG00000187952
NBPF3	NBPF3	ENSG00000142794
NBPF3	NBPF3	ENSG00000142794
NBPF3	NBPF3	ENSG00000142794
NBPF3	NBPF3	ENSG00000142794
ALPL	ALPL	ENSG00000162551
ALPL	ALPL	ENSG00000162551
ALPL	ALPL	ENSG00000162551
ALPL	ALPL	ENSG00000162551
RAP1GAP	RAP1GAP	ENSG00000076864
RAP1GAP	RAP1GAP	ENSG00000076864
RAP1GAP	RAP1GAP	ENSG00000076864
RAP1GAP	RAP1GAP	ENSG00000076864
USP48	USP48	ENSG00000090686
USP48	USP48	ENSG00000090686
USP48	USP48	ENSG00000090686
USP48	USP48	ENSG00000090686
S100A11		ENSG00000231978
S100A11	USP48	ENSG00000090686
LDLRAD2	LDLRAD2	ENSG00000187942
LDLRAD2	LDLRAD2	ENSG00000187942
LDLRAD2	LDLRAD2	ENSG00000187942
LDLRAD2	LDLRAD2	ENSG00000187942
HSPG2	HSPG2	ENSG00000142798
HSPG2	HSPG2	ENSG00000142798
HSPG2	HSPG2	ENSG00000142798
HSPG2	HSPG2	ENSG00000142798
CELA3B	CELA3B	ENSG00000219073
CELA3B	CELA3B	ENSG00000219073
CELA3B	CELA3B	ENSG00000219073
CELA3A	CELA3B	ENSG00000219073
CELA3A		ENSG00000285959
CELA3A	CELA3A	ENSG00000142789
CELA3A		ENSG00000285959
CELA3A	CELA3A	ENSG00000142789
CELA3A		ENSG00000285959
CELA3A	CELA3A	ENSG00000142789
CELA3A		ENSG00000285959
CELA3B	CELA3A	ENSG00000142789
CELA3B		ENSG00000285959
CDC42		ENSG00000289694
CDC42	CDC42	ENSG00000070831
WNT4	WNT4	ENSG00000162552
WNT4	WNT4	ENSG00000162552
WNT4	WNT4	ENSG00000162552
WNT4	WNT4	ENSG00000162552
ZBTB40	ZBTB40	ENSG00000184677
ZBTB40	ZBTB40	ENSG00000184677
ZBTB40	ZBTB40	ENSG00000184677
ZBTB40	ZBTB40	ENSG00000184677
EPHA8	EPHA8	ENSG00000070886
EPHA8	EPHA8	ENSG00000070886
EPHA8	EPHA8	ENSG00000070886
EPHA8	EPHA8	ENSG00000070886
C1QA	C1QA	ENSG00000173372
C1QA		ENSG00000289692
C1QA	C1QA	ENSG00000173372
C1QA		ENSG00000289692
